qid,category_id,level,q_en,hint_en,persp_en,q_id,hint_id,persp_id
science-hard-01,science,hard,Is objectivity an ideal or an illusion?,Push the idea until it collides with a competing value or edge case.,"Science depends on method, but it is still interpreted by humans. Popper and Kuhn disagree on how stable knowledge really is. For a hard discussion, ask what breaks when two valid values collide.",Apakah objektivitas itu ideal atau ilusi?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Sains bergantung pada metode, tetapi tetap ditafsirkan oleh manusia. Popper dan Kuhn berbeda soal seberapa stabil pengetahuan itu. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
science-hard-02,science,hard,Can science answer questions it did not create?,Push the idea until it collides with a competing value or edge case.,"Science depends on method, but it is still interpreted by humans. Popper and Kuhn disagree on how stable knowledge really is. For a hard discussion, ask what breaks when two valid values collide.",Bisakah sains menjawab pertanyaan yang tidak ia ciptakan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Sains bergantung pada metode, tetapi tetap ditafsirkan oleh manusia. Popper dan Kuhn berbeda soal seberapa stabil pengetahuan itu. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
science-hard-03,science,hard,Should uncertainty slow discovery?,Push the idea until it collides with a competing value or edge case.,"Science depends on method, but it is still interpreted by humans. Popper and Kuhn disagree on how stable knowledge really is. For a hard discussion, ask what breaks when two valid values collide.",Haruskah ketidakpastian memperlambat penemuan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Sains bergantung pada metode, tetapi tetap ditafsirkan oleh manusia. Popper dan Kuhn berbeda soal seberapa stabil pengetahuan itu. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
science-hard-04,science,hard,What limits the scientific method?,Push the idea until it collides with a competing value or edge case.,"Science depends on method, but it is still interpreted by humans. Popper and Kuhn disagree on how stable knowledge really is. For a hard discussion, ask what breaks when two valid values collide.",Apa yang membatasi metode ilmiah?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Sains bergantung pada metode, tetapi tetap ditafsirkan oleh manusia. Popper dan Kuhn berbeda soal seberapa stabil pengetahuan itu. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
science-hard-05,science,hard,Is progress always evidence of truth?,Push the idea until it collides with a competing value or edge case.,"Science depends on method, but it is still interpreted by humans. Popper and Kuhn disagree on how stable knowledge really is. For a hard discussion, ask what breaks when two valid values collide.",Apakah kemajuan selalu menjadi bukti kebenaran?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Sains bergantung pada metode, tetapi tetap ditafsirkan oleh manusia. Popper dan Kuhn berbeda soal seberapa stabil pengetahuan itu. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
power-easy-01,power,easy,Can power be exercised without domination?,Start with a concrete everyday case before expanding the argument.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For an easy discussion, keep the example concrete and personal.",Bisakah kekuasaan dijalankan tanpa dominasi?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
power-easy-02,power,easy,Is transparency enough to prevent abuse?,Start with a concrete everyday case before expanding the argument.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For an easy discussion, keep the example concrete and personal.",Apakah transparansi cukup untuk mencegah penyalahgunaan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
power-easy-03,power,easy,Who watches the powerful?,Start with a concrete everyday case before expanding the argument.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For an easy discussion, keep the example concrete and personal.",Siapa yang mengawasi para berkuasa?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
power-easy-04,power,easy,Does authority need fear to function?,Start with a concrete everyday case before expanding the argument.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For an easy discussion, keep the example concrete and personal.",Apakah otoritas membutuhkan rasa takut agar berfungsi?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
power-easy-05,power,easy,When is resistance justified?,Start with a concrete everyday case before expanding the argument.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For an easy discussion, keep the example concrete and personal.",Kapan perlawanan menjadi sah?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
power-medium-01,power,medium,Can power be exercised without domination?,"Test the idea against a trade-off, incentive, or unintended effect.","Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah kekuasaan dijalankan tanpa dominasi?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
power-medium-02,power,medium,Is transparency enough to prevent abuse?,"Test the idea against a trade-off, incentive, or unintended effect.","Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a medium discussion, add incentives, power, and long-term consequences.",Apakah transparansi cukup untuk mencegah penyalahgunaan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
power-medium-03,power,medium,Who watches the powerful?,"Test the idea against a trade-off, incentive, or unintended effect.","Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a medium discussion, add incentives, power, and long-term consequences.",Siapa yang mengawasi para berkuasa?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
power-medium-04,power,medium,Does authority need fear to function?,"Test the idea against a trade-off, incentive, or unintended effect.","Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a medium discussion, add incentives, power, and long-term consequences.",Apakah otoritas membutuhkan rasa takut agar berfungsi?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
power-medium-05,power,medium,When is resistance justified?,"Test the idea against a trade-off, incentive, or unintended effect.","Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a medium discussion, add incentives, power, and long-term consequences.",Kapan perlawanan menjadi sah?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
power-hard-01,power,hard,Can power be exercised without domination?,Push the idea until it collides with a competing value or edge case.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a hard discussion, ask what breaks when two valid values collide.",Bisakah kekuasaan dijalankan tanpa dominasi?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
power-hard-02,power,hard,Is transparency enough to prevent abuse?,Push the idea until it collides with a competing value or edge case.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a hard discussion, ask what breaks when two valid values collide.",Apakah transparansi cukup untuk mencegah penyalahgunaan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
power-hard-03,power,hard,Who watches the powerful?,Push the idea until it collides with a competing value or edge case.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a hard discussion, ask what breaks when two valid values collide.",Siapa yang mengawasi para berkuasa?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
power-hard-04,power,hard,Does authority need fear to function?,Push the idea until it collides with a competing value or edge case.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a hard discussion, ask what breaks when two valid values collide.",Apakah otoritas membutuhkan rasa takut agar berfungsi?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
power-hard-05,power,hard,When is resistance justified?,Push the idea until it collides with a competing value or edge case.,"Power works through force, institutions, and language. Weber and Foucault both show why it is hard to make power accountable. For a hard discussion, ask what breaks when two valid values collide.",Kapan perlawanan menjadi sah?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kekuasaan bekerja lewat kekuatan, institusi, dan bahasa. Weber dan Foucault sama-sama menunjukkan mengapa kekuasaan sulit dibuat akuntabel. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
future-easy-01,future,easy,Should we prepare for the future or shape it?,Start with a concrete everyday case before expanding the argument.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For an easy discussion, keep the example concrete and personal.",Haruskah kita mempersiapkan masa depan atau membentuknya?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
future-easy-02,future,easy,Is prediction a form of control?,Start with a concrete everyday case before expanding the argument.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For an easy discussion, keep the example concrete and personal.",Apakah prediksi adalah bentuk kendali?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
future-easy-03,future,easy,What future is already arriving?,Start with a concrete everyday case before expanding the argument.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For an easy discussion, keep the example concrete and personal.",Jenis masa depan apa yang sebenarnya sudah tiba?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
future-easy-04,future,easy,Can hope be strategic?,Start with a concrete everyday case before expanding the argument.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For an easy discussion, keep the example concrete and personal.",Bisakah harapan menjadi sesuatu yang strategis?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
future-easy-05,future,easy,Which risks are we pretending not to see?,Start with a concrete everyday case before expanding the argument.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For an easy discussion, keep the example concrete and personal.",Risiko mana yang sedang kita pura-pura tidak lihat?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
future-medium-01,future,medium,Should we prepare for the future or shape it?,"Test the idea against a trade-off, incentive, or unintended effect.","The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a medium discussion, add incentives, power, and long-term consequences.",Haruskah kita mempersiapkan masa depan atau membentuknya?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
future-medium-02,future,medium,Is prediction a form of control?,"Test the idea against a trade-off, incentive, or unintended effect.","The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a medium discussion, add incentives, power, and long-term consequences.",Apakah prediksi adalah bentuk kendali?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
future-medium-03,future,medium,What future is already arriving?,"Test the idea against a trade-off, incentive, or unintended effect.","The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a medium discussion, add incentives, power, and long-term consequences.",Jenis masa depan apa yang sebenarnya sudah tiba?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
future-medium-04,future,medium,Can hope be strategic?,"Test the idea against a trade-off, incentive, or unintended effect.","The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah harapan menjadi sesuatu yang strategis?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
future-medium-05,future,medium,Which risks are we pretending not to see?,"Test the idea against a trade-off, incentive, or unintended effect.","The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a medium discussion, add incentives, power, and long-term consequences.",Risiko mana yang sedang kita pura-pura tidak lihat?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
future-hard-01,future,hard,Should we prepare for the future or shape it?,Push the idea until it collides with a competing value or edge case.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a hard discussion, ask what breaks when two valid values collide.",Haruskah kita mempersiapkan masa depan atau membentuknya?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
future-hard-02,future,hard,Is prediction a form of control?,Push the idea until it collides with a competing value or edge case.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a hard discussion, ask what breaks when two valid values collide.",Apakah prediksi adalah bentuk kendali?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
future-hard-03,future,hard,What future is already arriving?,Push the idea until it collides with a competing value or edge case.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a hard discussion, ask what breaks when two valid values collide.",Jenis masa depan apa yang sebenarnya sudah tiba?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
future-hard-04,future,hard,Can hope be strategic?,Push the idea until it collides with a competing value or edge case.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a hard discussion, ask what breaks when two valid values collide.",Bisakah harapan menjadi sesuatu yang strategis?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
future-hard-05,future,hard,Which risks are we pretending not to see?,Push the idea until it collides with a competing value or edge case.,"The future is never just coming; it is also being designed. Bostrom and Meadows would both ask what risks we are normalizing. For a hard discussion, ask what breaks when two valid values collide.",Risiko mana yang sedang kita pura-pura tidak lihat?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Masa depan tidak sekadar datang; ia juga sedang dirancang. Bostrom dan Meadows akan sama-sama bertanya risiko apa yang kita normalisasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
paradox-easy-01,paradox,easy,Can two opposing ideas both be true?,Start with a concrete everyday case before expanding the argument.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For an easy discussion, keep the example concrete and personal.",Bisakah dua gagasan yang saling bertentangan sama-sama benar?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
paradox-easy-02,paradox,easy,Does certainty sometimes create blindness?,Start with a concrete everyday case before expanding the argument.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For an easy discussion, keep the example concrete and personal.",Apakah kepastian kadang justru menciptakan kebutaan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
paradox-easy-03,paradox,easy,Is freedom compatible with rules?,Start with a concrete everyday case before expanding the argument.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For an easy discussion, keep the example concrete and personal.",Apakah kebebasan kompatibel dengan aturan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
paradox-easy-04,paradox,easy,Can absence be a form of presence?,Start with a concrete everyday case before expanding the argument.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For an easy discussion, keep the example concrete and personal.",Bisakah ketiadaan menjadi bentuk kehadiran?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
paradox-easy-05,paradox,easy,Why do simple questions resist simple answers?,Start with a concrete everyday case before expanding the argument.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For an easy discussion, keep the example concrete and personal.",Mengapa pertanyaan sederhana sering menolak jawaban sederhana?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
paradox-medium-01,paradox,medium,Can two opposing ideas both be true?,"Test the idea against a trade-off, incentive, or unintended effect.","Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah dua gagasan yang saling bertentangan sama-sama benar?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
paradox-medium-02,paradox,medium,Does certainty sometimes create blindness?,"Test the idea against a trade-off, incentive, or unintended effect.","Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a medium discussion, add incentives, power, and long-term consequences.",Apakah kepastian kadang justru menciptakan kebutaan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
paradox-medium-03,paradox,medium,Is freedom compatible with rules?,"Test the idea against a trade-off, incentive, or unintended effect.","Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a medium discussion, add incentives, power, and long-term consequences.",Apakah kebebasan kompatibel dengan aturan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
paradox-medium-04,paradox,medium,Can absence be a form of presence?,"Test the idea against a trade-off, incentive, or unintended effect.","Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah ketiadaan menjadi bentuk kehadiran?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
paradox-medium-05,paradox,medium,Why do simple questions resist simple answers?,"Test the idea against a trade-off, incentive, or unintended effect.","Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a medium discussion, add incentives, power, and long-term consequences.",Mengapa pertanyaan sederhana sering menolak jawaban sederhana?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
paradox-hard-01,paradox,hard,Can two opposing ideas both be true?,Push the idea until it collides with a competing value or edge case.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a hard discussion, ask what breaks when two valid values collide.",Bisakah dua gagasan yang saling bertentangan sama-sama benar?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
paradox-hard-02,paradox,hard,Does certainty sometimes create blindness?,Push the idea until it collides with a competing value or edge case.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a hard discussion, ask what breaks when two valid values collide.",Apakah kepastian kadang justru menciptakan kebutaan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
paradox-hard-03,paradox,hard,Is freedom compatible with rules?,Push the idea until it collides with a competing value or edge case.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a hard discussion, ask what breaks when two valid values collide.",Apakah kebebasan kompatibel dengan aturan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
